Company_Name,Month,Revenue,COGS,Operating_Expenses,Depreciation_Amortization,Accounts_Receivable,Accounts_Payable,Change_in_Inventory,Taxes_Paid,CapEx,Asset_Sale_Proceeds,Investments_Bought,Investments_Sold,Debt_Raised,Debt_Repaid,Interest_Received,Interest_Paid,Equity_Issued,Dividends_Paid,Net_Cash_Flow
Reliance Industries,01-08-2021,2549048202,1380240411,359885054.4,642818.33,,364393869.5,32018.67,202230684,103312751,16265147,9742257,47515508,52044151,3609736,3496.59,8060833,6638155,18161634,609461850.1
Reliance Industries,01-09-2021,2770867870,1732209649,498627961.7,1257735.95,367176755.7,190193752.4,-51790.47,135007564.9,100472920,4873594,37617741,31956377,15876696,9451244,42015.2,10175529,7817304,47704465,319638700.6
Reliance Industries,01-10-2021,3320619112,1765318831,523823105.9,595123.31,284033290.5,296027253.3,56603.38,257869293.7,35815280,19285965,17691444,953959,10016389,87255618,59059.2,11630982,17122482,29122503,750357470
Reliance Industries,01-11-2021,4719188920,2102410292,619026424.9,753942.3,353226165.6,587041756.2,40222.66,499438050.9,191212622,6097091,31738453,53509641,7583354,19908425,72273.31,39367797,37612325,22468492,1342553164
Reliance Industries,01-12-2021,4016304597,1882744869,691709090.8,747126.83,490003835,458319648.4,48320.44,360462659.4,67858903,12920739,49282339,7726890,156892442,8357956,2467.79,25554173,9451337,36940933,1141786807
Reliance Industries,01-01-2022,4191755052,1803453907,526490945.1,1506644.54,,458143278,22630.5,465452550.1,53226961,39302467,37944452,69790583,98881316,84776775,4230.96,24144880,27580296,76796917,1513160603
Reliance Industries,01-02-2022,2331962573,1621768874,428824151.3,1531054.28,145668999.3,331335009.3,1524.75,70342386.9,104228479,3578226,35981972,18492846,100981704,28088632,91053.5,19894388,9272985,23081896,193869485.7
Reliance Industries,01-03-2022,3877724246,2409037640,563130072,1270789.93,280981769.1,369329780.5,-8478.56,226389133.6,106882636,19378839,64991256,39785651,188658373,11292148,67551.54,36919127,12966064,31199893,755116371.7
Reliance Industries,01-04-2022,3692286554,1936187945,400742198.6,1118313.01,552688867.3,370039116.1,-8263.11,338839102.7,178162929,19655820,24210749,13691164,156979628,11707868,97631.44,14246173,36248719,10055079,1004470242
Reliance Industries,01-05-2022,4244580205,2208153369,662001847.8,893325.5,278121977.8,289449864.4,-46262.64,343606247.2,98294816,37003110,13942402,81602413,114153633,10669435,98530.63,16642016,41924694,,1151340680
Reliance Industries,01-06-2022,2807991899,1288401958,422745392.8,379845.74,307488866.4,235666685.9,1514.46,274211137,57902098,19962930,52059744,42290779,,29677043,8567.07,17277092,1962165,7985620,721947688
Reliance Industries,01-07-2022,3094282155,1351684764,580624741.9,467847.13,,372534904.2,-34469.5,290493162.4,49728997,21232430,58808211,33246730,40473321,54148094,12936.72,20153729,15823554,52269526,857894760.1
Reliance Industries,01-08-2022,3512580501,1715332606,684409909.3,1044037.78,443851707.3,224844906,79680.06,278209496.4,49198794,13126263,9944790,68841329,96504946,53505232,19146.22,13109773,31404552,44599847,953957443.3
Reliance Industries,01-09-2022,4180435752,2331458510,489812997.6,871596.73,322858115.9,,-50304.05,339791060.9,169200324,35974996,10971177,60200291,103316389,20080673,11340.32,31366160,6944121,6238795,1038693358
Reliance Industries,01-10-2022,4338243468,2559257449,648252377,396047.77,465621232.6,,70967.48,282683410.6,169575030,34954715,81250937,67800621,201717311,43470977,40640.15,43092987,23631669,,901696911.9
Reliance Industries,01-11-2022,3199232349,2158375231,550758362,599346.2,355244253.1,,32100.9,122524689,124975673,31873646,4131479,42955157,117855520,85518073,57539.46,3351278,19119251,24755666,431151237.9
Reliance Industries,01-12-2022,3520309999,1908962701,473264749.4,490003.07,299768534.3,,-30119.85,284520637,110045271,3875754,19482215,57696034,28356738,65564145,57810.26,10912996,10047595,30908587,813962950.9
Reliance Industries,01-01-2023,2737721195,1662256893,416489708.1,328430.97,160623529.4,399206508.6,-100978.61,164743648.4,63422349,24319751,41601684,38808656,20515189,52534223,41511.1,23388869,17241287,54712785,472850508.1
Reliance Industries,01-02-2023,1971565133,1136566147,394185564.8,1387024.29,,191874713.6,-84157.32,110203355.3,21239753,11579149,2035848,21900146,77937327,25370439,32982.03,9913841,12356830,11457501,418751086.9
Reliance Industries,01-03-2023,4884721169,2290947178,547365678.8,1564620.86,281825551.7,584353710.7,9140.23,511602077.9,166421778,15170521,25841846,12267883,42639398,11984398,115193.86,30502775,35396080,30715395,1412620412
Reliance Industries,01-04-2023,4995042824,2623655360,730246714.5,748222.25,,,20845.71,410285187.3,174234472,38499601,6733215,75304674,32339834,40739629,21635.09,29900787,24948764,73823165,1196031984
Reliance Industries,01-05-2023,3473494129,2189975609,492460459.4,960446.41,320032813.8,429873485.8,-4563.44,197764515,49107469,4720642,46695565,67658103,159940253,38963185,102816.48,9659072,17562548,59488206,729809509.1
Reliance Industries,01-06-2023,2856744984,1500574530,536816180,592256.28,412723095.8,276361941.5,-41308.02,204838568.6,113012453,20658401,46316696,38559430,10679043,55498298,62628.51,13497927,22470291,41664348,525083430.9
Reliance Industries,01-07-2023,2694242273,1107386331,527336028.1,413377.77,357311944.8,350458867.8,-28571.86,264879978.5,47463435,1514542,37735088,11318792,107509488,75785788,7289.31,10397562,24124905,35383985,829784234.4
Reliance Industries,01-08-2023,4417237782,2478478225,703639446.4,1196518.51,,261273800.5,-52322.2,308780027.5,54741697,2339767,67001666,19391451,168263196,59047560,25122.97,10851224,36264673,78931275,994591133.5
Reliance Industries,01-09-2023,3149818198,1612097601,396799539.4,583692.14,385355093.8,313682751.4,-9485.26,285230264.4,111153546,5087268,6155579,403119,83665691,58544068,62305.33,30495692,29332593,46263335,827537746.3
Reliance Industries,01-10-2023,5016202542,2857828852,635567043,1055626.43,691548724.2,650815170.8,-616.83,380701661.9,193836560,46860379,29342048,4684346,235339322,89605800,32640.35,25271052,38175082,85641772,1205810425
Reliance Industries,01-11-2023,2885853098,1986605650,422913116.5,1168596.8,397979770.3,,62301.87,119083582.9,60842817,8859060,39227037,10528294,4810833,23480675,57173.86,6417665,17219277,28500556,281379081.6
Reliance Industries,01-12-2023,4520627879,2160593745,738673173.5,1205594.8,470138690.1,,48376.16,405340240.1,188413144,12037574,43020873,73663899,32735803,15886372,9033.21,37622748,32456981,75176851,1103023979
Infosys,01-01-2021,2384764098,1292714241,252289073.3,2522894.5,,,99662.39,209940195.9,115752933,20353727,17941166,549148,36328139,21845218,141770.4,2773939,1935740,36989387,553357502.7
Infosys,01-02-2021,3197592344,1706781462,407253887.7,2322057.88,,296155024.1,-91707.36,270889248.7,91620223,11369960,31670310,48958734,57641756,26552476,18224.95,6440010,8674163,50775839,807347663
Infosys,01-03-2021,2400492487,1486819485,458379924.1,1723503.96,325833270.3,351557039,253870.31,113823269.3,67358670,3340216,20610500,13245696,35402297,24363941,69177.77,14568974,15674529,42862524,305488847
Infosys,01-04-2021,4003649306,2764351806,474642840.8,1683157.88,547948719.6,511104610.4,-190107.99,191163664.8,129895131,2442266,4437677,47347699,76716230,5241218,222256.95,26821567,5481140,23991831,565664381.3
Infosys,01-05-2021,2553073875,1486379018,318506166.9,3218466.2,270220574.4,185235758.3,-288156.02,187047172.5,45182253,7339838,46791381,16520181,57661940,70047063,198531.13,15286855,24371594,8998604,550689842.5
Infosys,01-06-2021,4780187619,2854226878,839907295.6,1750262.12,694393303.4,672963729.4,-217610.25,271513361.3,205793566,22750760,38836811,76934008,36097069,75142815,66457.52,11779534,37712981,,705691543.8
Infosys,01-07-2021,3940566984,1990727466,407140605.8,3669828.24,,353438624.9,-27048.02,385674728,72544550,37436581,21650278,57376857,8439469,24455289,165651.98,15941617,38400142,54332385,1166082263
Infosys,01-08-2021,2176143607,1273003478,350999815.5,1268380.22,,312320525.5,-2839.8,138035078.3,64068835,13526705,1308507,20843837,9331795,48641341,18547.73,12382318,9986298,100734,392430229.8
Infosys,01-09-2021,3927634186,1619073840,457176415.4,1455367.79,368650579.1,,137075.18,462845982.5,171469632,14150540,45221400,1992825,70941842,30559798,194148.66,6152941,37670243,,1258932123
Infosys,01-10-2021,4544747952,3176325138,897493717.9,3089955.19,522794030.7,317924412.1,-31572.23,117732274,187443955,41654364,52182965,69055694,32997728,120054662,241054.58,40793419,9957168,36159646,257277687.9
Infosys,01-11-2021,3784900421,2498448531,597512921.9,1681948.53,355256589.6,463747823.5,497386.36,172234742.1,189133050,33321714,11186361,26256629,99480843,37998210,17784.71,28175911,33814548,61688718,475444001.3
Infosys,01-12-2021,4469152878,3090055105,527796654.7,3764185.4,605295403.8,443464143.8,-206599.39,212825279.5,194557501,33523310,63640055,72648934,200718296,27364435,117825.39,6491878,31241029,,687168822.5
Infosys,01-01-2022,4774827210,2097400619,940555512.4,3821938.22,455418025.4,351451378,-227479.99,434217769.6,94978930,19432053,58016013,78981711,84928457,48436828,206893.23,38131465,3257181,89148776,1333000587
Infosys,01-02-2022,2640944034,1356937055,424013641.9,2824849.42,226258140.4,,404963.41,214998334.3,28730128,1805808,9709175,37774891,38090551,78774891,195070.66,3622138,10929084,12617619,684226949.8
Infosys,01-03-2022,2229711933,1042190442,263108335.4,2988000.75,131230941,134520518.1,143472.23,231103289,66633452,3040267,33149417,29008147,76794548,47876337,256333.19,17958103,21217066,7536765,702369959.9
Infosys,01-04-2022,4232784196,2128227159,648566237.2,4492548.59,,267814458.7,-13357.4,363997699.8,121966676,6681935,9963441,61647593,194986875,73798006,333872.32,26336263,4990961,3646804,1223379386
Infosys,01-05-2022,2625740043,1571478384,519537140.2,1917028.88,229567603.1,135886246,-133550.07,133681129.7,129754248,11820569,40930951,22479150,34831079,61247832,232805.28,8704813,19822531,19921696,299488988.1
Infosys,01-06-2022,4126578408,2465026432,825073750.9,3840524.05,226223996.3,609567509.4,-186747.78,209119556.2,178309408,38491224,10427148,4876872,120180468,19397196,166652.06,31935646,17498600,65969098,602170676.7
Infosys,01-07-2022,3319027011,2141934961,371800411.3,3652948.74,346668752.9,167862665.5,-13433.21,201322909.8,85098508,22371392,30436427,1961977,90936006,4032654,300064.06,664468,23277458,58231611,603703169.4
Infosys,01-08-2022,1886895638,1096351611,314774345.3,1421979.9,211236145,181801270.8,66109.35,118942420.5,39423710,14178388,17002265,14846767,14677441,44804549,120773.03,747419,9468532,5438684,344103882.4
Infosys,01-09-2022,4271801785,2214115862,661879051,2855810.69,532640591,519233622.7,71607.2,348951718,133917931,11199468,42491924,35553686,,93262159,305821.51,29419310,37710964,73701774,758526173.9
Infosys,01-10-2022,3295775196,1482767555,533042780.5,1399839.6,337185725.9,385637348.8,207739.94,319991215.2,133270483,26417902,4338843,33978658,79165063,71226787,60765.72,28768925,22390417,39858177,961925942.7
Infosys,01-11-2022,5279430704,3378488943,625393510.4,3888873.87,419861661.8,,-337829.08,318887062.6,80981228,49402807,78500947,63546819,105394037,13952821,165712.03,14394752,52237687,35009897,1015522676
Infosys,01-12-2022,4301823298,1994383149,693015555.1,1522280.03,391908349.7,576384656.9,-166674.05,403606148.5,150491711,18552983,41538255,77827225,24245082,89380419,265210.61,39432241,31886947,75111483,1139413770
Infosys,01-01-2023,3887012337,1750726924,675124967.5,2290469.31,529720905.4,278597644.6,36773.92,365290111.4,181525563,28222101,72892046,49375650,191529947,80256454,216266.24,29565896,1206861,30131276,1110580423
Infosys,01-02-2023,5160958760,2749836706,746166728.5,3998794.17,,,-98089.24,416238831.2,174402826,14578363,26659117,44494354,174888515,106202213,130165.27,1124905,36660390,97163884,1281615783
Infosys,01-03-2023,3298696561,1659469151,533450622.2,1790323.7,310872441.7,439341227.2,-179568.99,276444196.9,90336016,14952964,31918507,64261658,65147039,37632148,338848.9,23718663,21814501,63080135,851439728.7
Infosys,01-04-2023,4438916971,2279574414,604999645.9,3885766.62,,420077951.2,-202071.86,388585727.7,134882212,10093205,86437411,81831756,42778076,10758430,174578.2,20778286,19661007,13863529,1079140597
Infosys,01-05-2023,5323129115,2887616362,735936589.4,2012757.46,329942980.7,784716865.4,97307.59,424894040.9,139243824,34825732,79157203,89124711,79885559,126844536,345291.73,22904980,30267797,28570055,1260117098
Infosys,01-06-2023,2060370550,1011515241,260247994,3047251.84,177219972.3,121076180.9,-116429.38,197151828.6,62369017,3594058,27301043,20989593,29396163,59964881,301270.88,233782,20512682,33427797,555765239.9
Infosys,01-07-2023,4592291996,2361296790,862420644.1,4556773.69,628251578.8,599719076.3,223373.18,342143640.6,217852342,38042630,26779149,79110216,43069838,120173972,165172.97,31219362,7084609,32002177,942022114.8
Infosys,01-08-2023,4141762214,2727782589,796360307.9,2215896.61,408817575.9,,174253.66,154404829.4,105025227,5185773,79837564,21609907,,65702370,196718.27,34523048,24691736,43193996,186419699.1
Infosys,01-09-2023,2366662734,1632397688,339023934.5,2397302.78,192129498.9,238119845.2,34483.67,98810277.73,32306772,18533340,33065406,864645,,37809281,269820.05,7574587,23292566,8336900,220028438.2
Infosys,01-10-2023,2301895775,1126102409,329248710.6,3522506.12,154380037.4,132273794.2,92822.25,211636164,29229672,20020303,17686927,37266016,40467715,35174147,114266.08,19367526,10016295,6314768,685745926.9
Infosys,01-11-2023,4001842000,2551686871,562178135.5,1375236.5,461842898.9,341851846.5,-35366.35,221994248.3,149559950,33843291,55339989,64587277,198059748,51877884,287928.41,15805013,37811773,54091482,757573121.8
Infosys,01-12-2023,2834610895,1316848429,286896857.5,3102598.05,210101772.7,418352782.5,-194612.39,307716402,115478605,9091044,27709612,48890527,68080112,71766715,126881.71,23472522,5378750,2607411,906022672
HDFC Bank,01-01-2021,3190315013,1731720340,438951705.2,394304.56,285366110,306093742.9,-26787.15,254910741.8,48080322,13302313,6269324,34982512,,36075711,81372.77,24281104,10488951,12485000,696314540.3
HDFC Bank,01-02-2021,2058112258,1305565831,375632694.6,579874.72,204875217.7,182420555.7,33858.58,94228433.24,74802647,16566471,35281840,19578958,,17832891,4061.95,11952983,7436754,,186397121.7
HDFC Bank,01-03-2021,4417123655,1861274395,447060828.7,1389854.39,643354677.9,546622744.7,-3589.65,527197107.7,219197213,37889950,65651053,25568906,,105886094,35000.55,20681938,21992838,11135474,1244491245
HDFC Bank,01-04-2021,2187270068,888651713.3,236700169.7,1085205.95,321060631.9,173985255.3,-55747.05,265479546.4,104435515,5497191,31099208,29805505,47675854,11004849,42321.85,11232194,18034224,23250723,743882466.1
HDFC Bank,01-05-2021,2352768478,1168536935,264741407.5,1764576.63,229238728.7,144449781.7,-30797.43,229872533.9,97682448,18458292,22089615,30600479,,1668321,137923.26,13296138,20070921,43561742,580449029.6
HDFC Bank,01-06-2021,4309756209,2516388535,837418315.6,934246.85,319220501.4,267851941.5,97616.51,238987339.6,85920505,22272887,20000738,65304697,14804511,18994397,111073.77,8568438,18333734,11872752,713422870.7
HDFC Bank,01-07-2021,4638830508,2768679269,546189249.7,1287762.87,484770275.3,688713128.2,-16379.39,330990497.5,216281004,39501580,36785617,60961537,28899868,126146995,113638.21,22700314,44609118,84370894,869267856.5
HDFC Bank,01-08-2021,4756334914,2775712163,526017686.1,1569586.75,309908215.1,282410677.2,41278.98,363651266.3,110582464,9184536,47766655,16413806,153966727,103326057,32213.79,40078991,31512427,33121540,1112169749
HDFC Bank,01-09-2021,4538641773,2571256231,786578977.9,1101694.27,506505818.2,312269780.1,5138.64,295201641.1,46502688,10916876,31978888,22461013,152676585,47204953,108836.83,17443381,19565579,47380429,993177821.2
HDFC Bank,01-10-2021,2819993357,1525886325,423577162.4,511742.22,176168949.1,,124463.39,217632467.4,107077760,14263315,48085527,55073945,70977316,29171429,8666.89,27366868,8074037,34867175,638048691.1
HDFC Bank,01-11-2021,3366703862,1940772398,498599714.7,1739284.51,384587175.9,190169477.8,19946.3,231832937.3,108759341,28727993,66329075,41822973,158351005,36059026,60106.71,18020510,31386811,53899323,749312366.9
HDFC Bank,01-12-2021,3068734170,1703702037,441958787.7,1089886.19,198685969.2,254150340.3,-55690.34,230768336.5,149955875,6367712,44991633,51741502,142214771,181360,40159.77,19221242,19292635,5532410,697681486.4
HDFC Bank,01-01-2022,4867319440,3094132994,544329948.3,942388.94,442879775.9,,916.96,307214124.4,86610420,24100710,40253576,55030361,,66298692,16503.67,13099507,12285500,46801033,759995716.3
HDFC Bank,01-02-2022,3298265255,2239143061,587942807.6,650754.54,183428438.7,446165582.7,-14402.19,117794846.5,62151189,23805938,8221252,59307356,104079167,52209619,98594.52,24774704,23591828,,470204559.6
HDFC Bank,01-03-2022,4470627742,2834663747,450205269.5,724241.24,,324220520.2,-67881.29,296439681.4,71976784,44470459,5905950,70321747,137246359,14218200,47328.1,14987811,27736989,6423959,1063474875
HDFC Bank,01-04-2022,3363511489,1719972393,480607743.3,1559690.87,,258364441.9,-80059.54,290732838.1,34293117,805113,61183416,9322004,139245763,11551409,62946.68,20811680,26769370,15433222,926094861.3
HDFC Bank,01-05-2022,2580387401,1757364424,271523297.4,1305022.84,237084270.4,196150158.6,30092.28,137874919.9,77648282,9851044,46389268,28046417,85749316,27512406,79968.82,11962073,15851428,12155863,413233986.8
HDFC Bank,01-06-2022,2571016041,1145063823,315030948.3,1263119.48,193074733.3,347245555.1,34658.26,277730317.4,85219184,16983703,23166524,37192252,,17456057,125833.92,14960682,22197928,44882342,723880046.3
HDFC Bank,01-07-2022,4023492168,1779541854,669584704,1495574.87,,240428808,-29598,393591402.4,198141720,30224818,60910677,40104523,158785518,53698471,36088.52,10999077,26263177,39993954,1150836669
HDFC Bank,01-08-2022,2731692643,1714212270,479168304.5,1080078.09,141486840,171073285.1,88367.04,134578017.2,41831180,19678933,23063155,48118363,23593741,39247228,43097.09,25455592,23599783,,430230753.6
HDFC Bank,01-09-2022,3760513846,2111944209,563254467.5,1609319.46,227689223.2,435008760,19347.9,271328792.2,78850410,29018490,23278769,15342276,115863858,34829066,27600.56,2755063,33091145,1228807,872081821.7
HDFC Bank,01-10-2022,4661224974,3144122194,714579244.3,1304203.38,306687545.2,,-10460.31,200630884,232418340,42023297,18303750,84710223,191895938,133759234,19601.78,28180762,30284261,67480480,669800020.1
HDFC Bank,01-11-2022,2554136104,1633569215,502591633,579141.49,346564070.9,157754681,-80534.08,104493814.2,115651195,22362925,30781302,17355904,49439294,71335020,11449.32,22533108,16567828,27640477,256207068.5
HDFC Bank,01-12-2022,2497131332,1513407168,272944067.4,548308.09,132189182.8,330360098.7,37057.63,177695024.1,120547018,5504381,17296381,20218082,104541659,61963740,35591.62,17804773,7435697,5898885,525505795.2
